# Constructed from biom file
#OTU ID	Blank	MBC10S	MBC11S	MBC13S	MBC14S	MBC15S	MBC16S	MBC17S	MBC19S	MBC1S	MBC20S	MBC21S	MBC22S	MBC23S	MBC24S	MBC26S	MBC27S	MBC28S	MBC29S	MBC2S	MBC30S	MBC31S	MBC32S	MBC33S	MBC3S	MBC4S	MBC5S	MBC6S	MBC7S	MBC8S	MBC9S	MBSF1	MBSF10	MBSF11	MBSF12	MBSF13	MBSF14	MBSF15	MBSF16	MBSF17	MBSF19	MBSF2	MBSF20	MBSF22	MBSF23	MBSF24	MBSF25	MBSF26	MBSF28	MBSF3	MBSF30	MBSF31	MBSF32	MBSF4	MBSF5	MBSF6	MBSF7	MBSF8	MBSF9	R1D1BW	R1D2BW	R1D3BW	R2D1BW	R2D2BW	R2D3BW	R3D1BW	R3D2BW8532	R3D3BW
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Cellvibrionaceae;g__Cellvibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009666505558240696	0.0	0.0008933813206728438	0.0	0.0	0.0	0.0	0.00015108402790018382	0.00024206148361683867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036102169138662417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Azospirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009901744230329805	0.0029727051616971444	0.0	0.0	0.0011859103754541785	0.0	0.0	0.0008156114064765587	0.0	0.0	0.0	0.0	0.0017073508375248028	0.0	0.00569083171757359	0.0014743744911207446	0.0011908388490404055	0.0	0.0	0.0	0.0030566138034907415	0.0	0.0047381226789601745	0.0	0.0	0.0	0.0	0.0	0.00044872561924135456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Lacibacter	0.0	0.0	0.0	0.0	0.0	0.00019210592425115633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002190628491314158	0.0	0.0	0.000152151999847848	0.0	0.00042528056704075603	0.0004849784312224009	0.0	0.0	0.0	7.484283005688056e-05	0.00032734872711706495	0.0	0.0	0.00023516764093260768	0.0	0.0002048760499897562	0.0	0.00014501685820976688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter	0.0	0.0	0.0008609144824947389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000598469627666396	0.0	0.00010058675607711651	0.0	0.0	0.0	0.00016205579349461743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus	0.0	0.00027569095044455166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017119867606357178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ideonella	0.0	0.00027569095044455166	0.0	0.0005385475786072331	0.0	0.0	0.0003625064733298809	0.0	0.00018008283810552856	0.0	0.0	0.00020307317403371014	0.0	0.0	0.002916643951371095	0.0	0.000505999710857308	0.0	0.0	0.0	0.0	0.00014459224985540774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000723589001447178	0.01014923580458217	0.0	0.0	0.012742228502220428	0.0	7.6075999923924e-05	0.04522112131464476	0.00021264028352037802	0.0	0.00033692722371967657	0.0007355537248440626	0.01183609431959762	0.0035675082327113064	0.0036260166696044115	0.002904737803402064	0.011742224930072835	0.0015117919774239065	0.0	0.0007785289899610735	0.006246123859307167	0.007939672986984737	0.003073376872839032	0.002043318348998774	0.0016309120562037385	0.003470256700548842	0.003128854658684076	0.0015127619170233995	0.0	0.0	0.00018840778295423403	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__uncultured	0.0	0.0	0.0	0.0	0.0	0.00038421184850231265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005331708431716048	0.0009008197459688316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022972662531587412	0.0	0.0	0.0	0.0	0.0010324075239845894	0.0007701956296899412	0.0	0.0025868440502586844	0.0	0.002335586969883221	0.0006201825108531939	0.0012326432947830186	0.0	0.0	0.0	0.0	0.0	0.0	0.0015256671054206055	0.000477063298767168	0.0	0.0001426567440975772	0.0	0.0005650681280252468	0.00048521205972519354	0.00031138636127737605	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Vogesella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001028258054688095	0.0004504098729844158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036755697133055625	0.0	0.0005768077153800009	0.0	0.0	0.0	0.0016062477498684539	0.0	0.0	0.0	0.0	0.0	0.0015046740939941093	0.00021635135459987018	0.0004265462300840547	0.0003076468706160321	0.0	0.0	0.0	0.00020086875737564968	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__uncultured	0.0050039297877914595	0.006134123647391274	0.0012435431413812894	0.0050333485231368325	0.001417415489944373	0.0	0.00028482651475919215	0.01118060731762647	0.0019551850994314526	0.0012995692856081983	0.0	0.0	0.001873081783715472	0.0005685636015919781	0.0013356593795998473	0.0048863250763488296	0.0013252373379596164	0.00012824349164279912	0.0007408423652078475	0.0006705783738474435	0.00010628498547438532	0.0009088655705197058	0.0021539635172429265	0.007686074777173284	0.0004958975746100441	0.0013607546002783362	0.0016263874226039319	0.0038492340282621613	0.005293991185639041	0.003079080543869276	0.0006320161314593553	0.00019041815827557315	0.0002702459237906495	0.0	0.0	0.0	0.0	0.0001046044998953955	0.00015103914934751087	7.088009450679268e-05	0.0005105036118130536	0.00015314873805439844	0.0	0.00041530155507360066	9.979044007584074e-05	0.0006043361116007353	0.00024206148361683867	0.00024924534049682907	0.0005375260364173889	0.0	0.0	0.0004429875077522814	0.0	0.00025611473940325265	0.00026442943339984135	0.0002509095471082675	0.0006645172405306294	0.0006618731008754776	0.00022530496636518715	0.0	0.0	0.0	0.0	0.0	7.46316395505043e-05	8.822037449548973e-05	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella	0.0	0.0	0.0	0.0	0.0	0.0015516247727978012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013629177342855585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029324396374438267	0.0024021859892502176	0.0	0.0	0.0003532498990714574	0.0	0.000285284999714715	0.00018124697921701304	0.0007088009450679268	0.0011486331265793705	0.0007044841950502328	0.0021478168765446627	0.00029994001199760045	0.0022452849017064167	0.015586835545035631	0.007944017780516252	0.0017447173834778033	0.011825572801182557	0.001195206253835966	0.017742265929112887	0.0010631700186054752	0.007649639270565203	0.00012805736970162632	0.0009375225365994375	0.000602182913059842	0.0015136226034308778	0.0013538313426998405	0.0029611509865138884	0.0025128634677515855	0.0008536922188465112	0.0009249109345026035	0.0010461494567155663	0.0011112834031115936	0.0019297609655201825	0.001058644493945877	0.0012801439296958794	0.0005262788576240264
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Runella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018016394919376631	0.0	0.0	7.569640694388373e-05	0.0	0.0	9.062348960850652e-05	0.0	0.0	0.0	0.0	9.228923446080015e-05	7.484283005688056e-05	0.0	0.0	0.0	0.0003023583954847813	0.0	0.0002048760499897562	0.0	0.00014501685820976688	0.00012805736970162632	0.0	0.0	0.0	0.0	0.00019311854259873186	0.0006880459495034103	0.00032641173073543075	0.00015415182241710056	0.0	0.0001292190003618132	0.0001386016163080794	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Dechloromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016375961611699292	0.0012010929946251088	0.0	0.0	0.0014382317319337908	0.0	0.0	0.0028395360077332044	0.0	0.0	0.0012251899044351876	0.0022949276215134752	0.0009228923446080014	0.0005488474204171241	0.004532520837005514	0.0018704751006755715	0.003710986180730566	0.008566821205402137	0.0015505378428142262	0.011636959639418153	0.00451847257907327	0.008120944059746945	0.0014406454091432962	0.0015144594821990913	0.0004767281395057082	0.00013536462307105413	0.0	0.0008046605941613828	0.0007478760320689243	0.000477063298767168	0.0	0.0022349556575287097	0.0019124412053548353	0.0018764526515555365	0.0015438565536710703	0.0	0.0010876429724229878
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__AAP99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007302394681842218	0.0003740950201351143	0.0	0.0007055029227978231	0.0	0.0003278016799836099	0.0	0.0008338469347061595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010043437868782484	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__PeM15;f__PeM15;g__PeM15	0.0	0.0	0.0	0.0	0.0	0.0001182190303084039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019041815827557315	0.0001501366243281386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012251899044351874	8.826644698128751e-05	0.0	0.0	0.0008561428247677083	0.00039610060955482695	0.0	0.0011422428273869516	0.0	0.0018438844499078057	0.00031009125542659694	0.000652575861943951	0.0	0.0	0.0	0.0	0.0	0.0002896778138980978	0.00023932033026205577	0.00012554297335978107	0.0	0.0	0.0	0.00012793995351515023	8.822037449548973e-05	0.00013839393834550048	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019958088015168147	0.0	0.0	0.0	0.0006383121682456494	0.00019381723035177828	0.0	0.0	0.0	0.0	0.0	0.00012545477355413375	0.0	0.0	0.0	0.0	0.0	0.0003254316251027679	0.0002853134881951544	0.0	0.0	0.00024260602986259677	0.0	0.00017542628587467545
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;__;__;__	0.0	0.0	0.0	0.0	0.0	0.00038421184850231265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010663416863432096	0.00048043719785004354	0.0002453440392550463	0.0001095314245657079	0.0003532498990714574	0.0	0.0001616614998383385	0.0002718704688255196	0.00018901358535144714	0.0	0.0002144082332761578	0.00014711074496881252	0.00039222924645840063	0.00027442371020856203	0.0	8.802235767885042e-05	0.00013846963360934948	0.0008398844319021702	0.0	0.0	0.00017719500310091257	0.00029003371641953376	0.0006402868485081316	0.00016827327579989904	0.00040145527537322796	0.0001476704978956954	0.00015042570474442673	0.0	0.0006282158669378964	0.0008034750295025987	0.00018840778295423403	0.00023776124016262868	0.0001292190003618132	0.00018124826747979616	0.0003087713107342141	0.0005016780265024392	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__GKS98_freshwater_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003503694112270546	0.003873524907665976	0.0	0.0	0.0012868389180460233	0.0	0.0	0.0	0.0	0.0	0.0014089683901004656	0.002677415558432388	0.0005075907895344008	0.004241093703223231	0.003500113313020925	0.0008362123979490791	0.0	0.0025532486729825978	0.0026811383531995994	0.0017209588199139521	0.00048728625852750954	0.0012326432947830186	0.0015046740939941093	0.001586576600399048	0.0015305482373604315	0.0009721641111466614	0.0012334907789042992	0.0	0.007927485939930597	0.015065156803173727	0.005121266100301452	0.002924463254000333	0.0019641288054995606	0.002537475744717146	0.00172029730266205	0.0	0.0019998596589713004
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia	0.0	0.0	0.0	0.0	0.0	0.00029554757577100976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008698561391769822	0.0027382856141426977	0.0	0.0	0.000513512999486487	0.0	0.0006615475487300649	0.00033182734767848483	0.0	0.0	0.0	0.00022452849017064164	0.0	0.0	0.0004431028275499183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007957651454866277	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhizobacter	0.0	0.0	0.0	0.0	0.0	0.0021279425455512702	0.0	0.0	0.0	0.0	0.0005080086062634473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012936322069811532	0.001774409077964468	0.0	0.0011994242763473534	0.0008273264991726735	0.0	0.001299468399291199	0.001659136738392424	0.0	0.0	0.0	0.00034926654026544256	0.002669151159569914	0.0029927601610809144	0.0	0.0007390983000739098	0.0	0.0011063306699446835	0.0	0.0019939818003842946	0.0	0.0	0.0	0.0003322586202653147	0.00036102169138662417	0.0007402877466284721	0.0	0.0	0.0	0.0	0.0	0.00015992494189393777	0.0	0.0008822613569525654	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Perlucidibaca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024532519217140055	0.00011310937676733401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.260331056835282e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002377374997622625	0.0	0.0	0.0	0.0	0.0	0.0	0.00037421415028440275	0.005665651046256893	0.004225073168584821	0.0006369603146030076	0.0	0.0	0.0	0.0	0.0005075590037341841	0.0	0.0	0.0	0.0002953409957913908	0.0004211919732843948	0.0002574913901316425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018885503487522978	0.0012763241863433313	0.0	0.0009070751864543439	0.0	0.001229256299938537	0.0	0.0014501685820976688	0.0	0.0	0.0	0.0	0.0	0.0003862370851974637	0.0	0.0	0.0	0.0	0.0	0.00023455658144444207	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia	0.0	0.0	0.0	0.0	0.00048138639281129655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05072739736461269	0.031168363210521573	0.0	0.0	0.006888373031893419	0.0	0.0	0.001570807153214113	0.0	0.0	0.0004594462141631953	0.0013828410027068377	0.013405011305431222	0.000948009180720487	0.0	0.0007701956296899412	0.0	0.04867970167304979	0.0016797493297154118	0.002581438229870928	0.01138477894923363	0.003045354022405105	0.019368677167370982	0.0010336786941993797	0.0007276376866139757	0.00034456449508995596	0.0006017028189777069	0.0006437284753291061	0.03829125284192892	0.010746478519597258	0.0013188544806796382	0.0013314629449107207	0.0005685636015919781	0.00019190993027272534	0.0012791954301846012	0.0	0.0010525577152480528
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001028258054688095	0.002492267963847101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005001765328939625	0.0	0.00012473805009480092	0.0	0.0	0.0	0.0013774104683195593	0.00041993733242885295	0.00016390083999180495	0.0	0.0	0.0	0.0	0.0	4.922349929856513e-05	0.0	0.0	0.0017649874356826612	0.0013809727069575915	0.00046245546725130174	0.0009748210846667777	0.0006202512017367033	0.00026654156982322964	0.0010365894003220044	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027698738448367035	0.0	0.0	0.00040314452731304173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00541384433308992	0.002904737803402064	0.00016616356033121937	0.0014781966001478197	0.0	0.003073140749846343	0.0002657925046513688	0.00232026973135627	0.0	0.0	0.0	0.0	0.0	0.0007081013228620168	0.0	0.0	0.0	0.0	0.0	8.529330234343348e-05	0.0	6.919696917275024e-05	0.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;__	0.00018339009693476552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001346227198276829	0.00011575413821044102	0.0	0.00018555744549250038	0.0	7.750135627373479e-05	0.0	0.00015242972989451862	0.0	0.0038845304288216923	0.0013812569438188752	0.0	0.0	0.002800767056923698	0.0	0.0	0.005195746737554374	0.0	0.0	0.0044106836559666745	0.0002647993409438625	0.007267777213788012	0.0012972757209859295	0.0007050587968675245	0.0003520894307154017	0.007255808801129912	0.00043673990458912855	0.0018089608166165971	0.0005326777299733661	0.0007087800124036503	0.004096726244425915	0.03652836470738891	0.004687612682997187	0.013524024589135616	0.0034948684501981244	0.00258732212160414	0.0027680324439151565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001046044998953955	0.0	0.0	0.00020420144472522143	0.0	0.0	0.0	7.484283005688056e-05	0.0015863822929519302	0.0016724247958981582	0.0	0.0003695491500369549	0.0	0.0005736529399713174	0.0	0.0006163216473915093	0.0	0.0	0.0	0.0004922349929856513	0.00030085140948885345	0.0	0.0	0.0	0.0	0.0	0.0	0.0002985265582020172	4.4110187247744866e-05	0.00010379545375912534	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Malikia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046842866935791	0.007656967840735069	0.0	0.0	0.0009588211546225272	0.0	0.0	0.0	0.0	0.0	0.0015008576329331046	0.010650817935742027	0.0005075907895344008	0.00409140804310947	0.0009820461813511948	0.0	0.0012739206292060152	0.0035947053685412888	0.01356720612462448	0.006187256709690637	0.0	0.0	0.0016647458061211423	0.0010096396547993943	0.005720737674068498	0.00046762324333636876	0.0009627245103643311	0.002381795358717693	0.016154122292688766	0.005398347854470585	0.005515209646478487	0.006372001236358449	0.01144880343205665	0.004627161652131267	0.005866654903950067	0.0	0.016419900357869624
d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Nannocystis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042807141238385414	0.0002640670730365513	0.0	0.00020157226365652087	0.0	0.0	0.0	0.00021752528731465033	0.0	0.0	0.0	0.0	0.0	0.00016093211883227654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__Dongia	0.0	0.0	0.0	0.0	0.0	0.0014777378788550486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005352960856473737	0.0011391268154833621	0.0	0.0006396929473852551	0.0002377374997622625	0.00015103914934751087	0.0015357353809805079	0.00247594251729331	0.0	0.0	0.0	0.0	0.001158310880568076	0.0002860726624562639	0.00024924534049682907	0.002183699522945643	0.0	0.0014751075599262447	0.0	0.0013414059384403436	0.0	0.0	0.0	0.0	0.0	0.0	0.00044872561924135456	0.0	0.0	0.0	0.0	0.0	0.0	0.0015915302909732553	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__Sporichthyaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006236902504740046	0.0007050587968675245	0.0008142068085293664	0.00036002104738430864	0.0	0.0003230287172529638	0.0	0.0	0.0	0.0	0.00024039039399985577	0.0005269100489273617	0.0008983288621988138	0.0005716176780288215	0.0005471692040297403	0.0	0.0	0.0005309673883255687	0.00021398511614636583	0.0001292190003618132	0.0	0.0	0.0	0.0
